zipcode, month, monthly response-time average
11217,8,235.64012674650738
11201,4,75.97910534426339
11209,6,186.99502969348643
10033,2,95.10947655020479
11385,9,122.5566722827031
10028,3,141.1300400534045
10017,2,63.55195987654325
11225,4,171.9342233370486
11693,1,30.39932615124629
10027,5,217.91206969519052
11375,6,209.71651065224523
10020,1,50.33090277777779
11229,4,108.45965946706369
11103,4,91.72313656535192
10065,3,128.01875865051923
10005,3,91.59315040650414
10037,7,297.7387551304607
10016,3,260.1449663654618
11221,6,249.82611111110987
11237,2,59.55730057434565
10017,4,166.61939238845142
11427,10,322.13059101654846
10312,3,72.6785826925221
11105,10,172.90000705828794
11218,10,203.0111866247006
11203,5,196.6998827772766
10455,3,128.93666784440435
10036,5,197.56489091318034
11101,2,39.566655852616194
10044,1,39.24391493055556
10026,2,65.77027797805005
11430,3,286.6853647342995
11225,3,141.97320070848446
10031,3,122.95171813019327
10460,2,119.27137549528426
10304,11,134.58372528132836
10169,1,11.317968253968253
11105,5,102.72894206985274
10304,4,117.30976285783605
11373,2,60.94658914063393
10128,2,69.93858387799564
11215,10,232.49565584106557
10471,6,202.28641548463338
11215,2,55.318520889487935
11232,4,106.18213100720261
11236,2,91.33127303475632
11215,4,103.8778539343249
11226,3,176.21221175776108
11207,6,161.6090853734207
11208,3,84.1703224932252
11363,6,141.83213871847317
11236,11,178.9348827345311
10026,4,247.7261430444001
10468,3,126.13129999375121
10308,5,130.14470549581853
10025,5,225.33995006627316
10456,3,135.12918027469217
10030,3,150.7138468752342
11207,4,187.33125197107765
11213,2,106.21214265195928
11205,10,139.3742265537835
10306,2,85.32111420134594
10019,5,183.50734787098853
11356,6,95.76563984674337
10469,3,93.8309104207757
11234,2,47.89569577016649
11355,5,149.27109136855438
11210,5,208.1929909829564
10467,3,124.69771861238455
11221,3,126.20436559689713
10035,6,242.6533604632333
11229,3,63.66792756766521
10019,6,286.60767140442994
11211,10,211.97577850736116
10472,4,105.1970462706475
10467,2,107.2831756559554
11433,2,50.14151544715443
11231,3,142.7318326693225
11229,6,184.8023831514132
11221,4,142.7822321389654
11412,5,147.08267571548814
10312,2,71.31643118031523
11214,3,89.39400863330397
11226,4,216.33678585915268
11692,3,86.06933357176929
11219,3,108.321605896917
10153,1,1.8908333333333334
11206,2,94.0770083813688
11206,6,210.2845366958388
10457,3,132.5597071921618
10468,4,189.00565226895785
10034,2,101.88794822522172
11220,6,182.98893629275187
10466,3,93.13550516170068
10457,6,223.21363852428053
10457,4,161.25017287454676
11413,3,106.71214191976016
10033,10,124.25989639705524
10463,4,101.2890825994129
10039,4,264.3044010495508
11233,4,189.7495720593757
10030,2,101.26647890559728
11219,2,68.96490499718814
11223,11,174.74800208545494
10032,5,236.4857700188798
11238,10,207.75045456462195
11429,8,89.65285087719299
10012,5,175.72411515969412
10009,2,59.665249800159806
10040,3,104.80508351790318
10452,2,128.4943733406076
10453,4,169.6523672278335
11354,10,191.2111048387098
11374,2,66.08746517575368
11218,9,194.19357604150125
10451,5,209.09608406158924
10010,2,86.34831096196855
10039,2,115.86832021823516
11106,2,57.8929666007743
10011,4,167.9229049993606
11411,5,85.51054369918714
10065,4,203.0351706608573
11413,10,204.54208103289585
11210,3,157.4902900428416
11235,11,193.49081928702938
10460,5,234.82176716738303
11414,2,49.408660628019256
10466,7,67.73449236209694
11106,5,150.443750337382
10069,1,29.515685185185173
10301,5,149.9097627719504
10452,4,178.24044470702924
11374,10,116.37638793037348
11377,2,51.644321525814064
11691,9,176.31980448172476
11354,2,78.69492235114838
11236,4,151.8974914733966
11204,3,77.79965077416257
11209,10,133.41995647616392
11211,9,246.66708206824214
11237,10,104.74811229959013
11222,6,172.1340600326405
10459,8,388.47943042170095
11213,9,281.35192582058
10010,10,214.21718284729897
11224,2,138.03901980530392
11207,8,183.73480657853318
11214,10,179.80402044822097
10454,2,114.42424691358008
11040,1,25.055185185185184
11205,3,84.57476668298247
10471,3,160.88503064310746
10013,5,138.9859632258699
11212,3,155.14274062777017
10453,2,140.867738469602
11239,4,27.196038041624156
11412,3,85.6458333333334
11216,6,274.14555118653493
11228,4,94.47246743295015
11229,12,171.7594707953606
11411,4,112.36689287173206
10004,2,62.37918168168165
11237,4,162.2142377560355
10033,3,128.30547052154193
11222,11,264.8005310418327
10017,9,285.9057381050605
10022,3,115.23892584470424
11423,4,129.32725263911277
11428,6,117.53378515240908
10029,2,93.14157091097313
11219,4,128.64383931975928
10002,3,91.00079046898644
10011,3,98.25435117002124
11218,3,92.32871754675463
10010,3,128.08057311995816
10303,3,93.28178449183771
11378,12,160.39987689606187
11375,4,132.62303169861403
11101,9,138.53083618038923
11366,3,31.892039277180412
11210,6,185.76558319930376
10455,2,134.39321596816106
10304,3,133.8128846754055
10305,4,103.364069078489
11356,2,42.815957467282374
10025,3,132.01590899764045
10009,7,246.53590548098336
11249,2,79.30471249459585
10457,5,213.17330408515542
10004,6,126.14004499999987
10306,12,506.32471753179004
10314,4,114.75053739474995
11422,2,83.20161278735621
10029,3,123.53678465136059
10039,3,141.76994316921744
10312,9,133.14067858954888
11415,3,106.59809986366731
11233,9,330.9123703070869
10307,6,130.79629933665
11693,2,76.16539473684198
10462,6,236.09656980118868
10121,3,199.43909356725143
11432,2,98.90666241989047
10155,1,24.96125
10475,6,251.44880039331346
11691,2,101.1581256465965
11430,7,1200.1521682098764
11370,6,175.25812930518111
11379,2,48.288602567655
11205,8,194.8541199300989
11218,4,128.4627404911649
11379,8,160.44471930592013
11361,6,150.0593051821983
11430,10,1162.6708936550485
11378,5,80.65759059683629
11211,6,313.1996769928209
10022,10,273.11822991967915
10314,11,328.4561145641495
10456,8,289.5501396948211
11101,12,127.02018902105527
11219,11,241.00721831771466
11413,2,76.362559335443
11226,6,221.67964732478123
11374,3,79.92632982650413
10016,4,162.47005537692
10032,4,203.49929441278232
11422,4,147.94832623881243
11234,4,103.46801312755007
11103,6,297.153537851038
11219,12,227.4462472185139
10003,2,65.02254121278143
11420,2,53.258090663250776
11434,2,90.88318959007545
11694,2,62.180315251011145
11365,6,117.6538983496267
10468,2,115.80149596266585
11418,7,119.16155314757485
11385,6,165.08696862284822
11436,11,111.25330803481084
10040,4,167.52869037192775
11423,10,359.5680522923809
10029,7,154.2411352705863
10451,11,156.33952890060476
11355,9,195.38506480892866
10301,3,124.26705624001822
10024,5,191.88817316131318
10452,5,242.82370593723599
11216,2,128.86061579481975
11377,6,125.50134950720246
11385,3,71.05437697763264
11203,4,169.7231913580242
10468,5,151.25388789764307
11358,2,59.26153489507078
11419,6,125.88504514607797
10463,3,84.129984292328
10461,2,72.84250690521024
10037,2,132.1776743605113
11375,7,87.57465766689464
10014,3,84.98486058301638
10475,2,137.64876802374891
10459,6,221.12963393853852
10003,3,130.38941926026175
10305,2,72.88980788056776
11211,4,174.24015776699014
10009,4,218.24402628245684
11224,6,181.21453722222233
10035,3,149.15461911357355
10035,4,174.23738414192601
10474,3,128.8295478036177
10301,2,80.54285615751179
11235,3,99.81918868934645
10009,3,99.78632933402893
10016,5,205.2484701466718
10013,4,129.42707452725256
11225,6,196.4979353233826
11212,9,324.1082673267324
10024,4,237.25699841395715
11368,4,77.04097696527214
11374,4,122.26967100406034
10031,5,204.0932171455953
11222,3,96.63868117985797
10306,6,99.55283513962131
10024,6,337.9982104795732
11220,5,126.71219164332369
11004,10,408.9720066137566
10018,4,198.85966142744152
11368,2,39.956588016422785
10471,8,156.43156325003534
11377,3,58.77481221323481
10032,6,219.31928623621604
11417,2,49.56511827956988
11370,2,71.67131170483466
11413,8,122.059760218768
10037,4,246.56805895691647
10012,3,106.55683975594076
10463,6,151.6102432597235
11420,3,83.72273441247019
11693,10,145.50112087326943
10069,2,87.17909090909092
11206,8,220.93995536903805
11001,6,223.25525946275945
11372,5,94.13182128300525
11419,10,354.6847831894775
11211,5,184.86456136090288
11101,4,63.24236784996352
11361,5,87.92321607468119
10473,4,144.8338423263032
10310,4,105.68592549019621
10128,4,199.1217690527065
10451,4,183.5905876481791
11231,5,110.53283634319662
10034,10,73.63997354497356
10128,10,162.79513050153545
11235,10,200.87502016494486
10016,8,367.1668140255006
11220,9,150.56462756513469
11203,10,179.11056708062833
10011,2,70.95673732171154
11215,6,184.04722093323002
11412,2,88.61751068376063
10009,6,218.17657143861203
11414,3,609.2908685859765
10040,6,289.9654230905555
10474,11,154.85037146336902
11209,3,90.51448892697812
10028,5,293.475545825486
11691,4,210.96307641819035
10030,5,257.2045151586183
11212,5,184.62089018213243
10018,9,234.1595262677342
11212,8,274.10998672467605
11209,5,116.70535026455035
11223,6,159.53614211559992
11226,5,208.8940120388776
11433,3,76.85880209803392
11214,12,231.74641684631226
10172,1,0.7166666666666667
11223,10,151.56136013967733
11221,5,215.38935992846487
11201,5,95.52361398533479
11419,3,50.85680433365924
10028,2,74.581369610936
10473,2,85.25697740979231
11412,6,137.6986619672974
11208,2,97.76842268442257
10314,5,156.8822960854356
11210,4,178.97631426475968
11373,3,53.71286016096588
11105,4,58.781214260808866
10035,2,100.7735058878397
11423,8,167.6680014749262
10302,2,66.57323611111124
11412,10,272.6594039948458
11233,5,160.62414278464425
11224,4,131.78875588995297
11416,3,53.93122520460544
11218,5,133.72192965501088
10023,4,242.20154932216096
10472,3,121.3292754286414
10017,3,84.44177372193914
10038,3,81.2186820124319
11222,2,76.79376810201195
11232,6,131.70600947424552
11372,4,104.60634096648315
11233,8,287.111640171313
11375,3,57.98677081390276
11360,2,49.56962828770802
10035,5,238.90574225865154
11378,2,37.35649064552986
11215,9,284.5195129541662
10034,4,167.8778348411578
11420,5,110.62431330348932
11203,3,139.8817953315715
10040,8,138.34516859810097
11223,3,67.30101401060276
10453,6,249.41154643823282
11697,1,62.52453703703703
10036,4,152.56993416447986
11429,7,119.69520844303997
10459,2,138.85711079625
11211,3,189.9522899048629
11220,3,114.16137311810846
10037,10,164.88277844873878
11357,3,185.16893252447804
11102,7,136.18441008246856
11210,12,302.94520053176603
11436,6,72.36152130325803
10302,3,83.55777053712468
10030,4,283.58522276460576
10462,3,116.9852192101735
10040,2,80.10723803363528
10302,4,157.88986867436753
11364,7,167.23534863945568
11377,8,145.32148333580602
11208,11,143.46547619047604
11106,8,164.45896995812632
10301,4,119.25708014048509
10309,4,78.53852647569468
11367,2,84.31060492873094
11201,6,162.1240941409484
10018,3,83.20924001736105
10279,4,421.68833333333333
11205,5,105.16575225694447
10035,9,191.097786034442
11040,5,242.30365497076014
11214,2,46.90829318434686
11223,2,48.656897814395236
11357,9,226.60535830999123
10023,5,297.7728969529247
11419,2,47.2298527110375
11375,10,145.9865852370629
11234,11,278.94415911835756
11249,7,173.97221482139324
10010,4,202.55007374230917
11435,6,122.49292703150866
10460,4,200.40312520246198
10013,6,254.81524232914936
11216,9,325.6490997206106
10303,4,213.4384103590492
11373,6,180.72757809818052
10474,2,142.1535335797909
11004,2,78.88104230377166
11210,7,200.9093556153284
10021,2,60.25377999596686
11238,6,218.53082609220348
11378,3,43.14191138835579
10001,6,378.24933699458614
11357,2,57.533421160130715
10016,6,394.1931879450655
11234,3,83.51078239721004
10022,2,54.7422825150732
11416,9,260.78699512012025
11229,10,291.75595505618014
11216,8,313.56519132895835
10002,2,74.3165081725859
11212,4,189.29220477244354
10044,4,240.68453703703696
11101,5,72.1288780992646
11418,2,69.03302590511859
10034,6,247.6512302884109
10454,4,254.7971766200236
10304,2,78.4961793034365
10014,12,158.8311476673632
11235,4,86.36615273061672
10003,4,217.4022363275798
11355,6,244.34661995328662
11236,10,218.6901546362492
11214,4,94.09857193210745
11373,4,95.63436914092492
10472,6,215.22599915326032
11385,7,90.48820478443781
10457,7,156.10614225053058
11206,5,197.41584777396335
10007,4,81.1255847313398
10306,4,103.95082748899902
10023,3,566.4648145921601
10459,3,129.06903183111604
11372,3,93.75685920984799
10037,3,178.7966481234238
10029,6,239.20950280732876
10466,5,119.11493801652894
11356,3,54.398426268861506
11206,9,251.4046041444094
10473,3,112.30059408983436
10314,12,394.68259901346767
11222,5,102.48879873586185
10001,4,158.42560385487525
10002,6,207.37906843695987
10012,2,68.5431226472375
11691,6,162.92760917214693
11377,7,120.17929201851068
11416,5,119.08465084661965
11228,2,45.1244882864793
10026,8,197.8135325011934
10170,1,51.22770833333333
11361,2,48.61168660503901
11369,5,111.04303090633299
11691,5,257.11547108632726
11418,10,242.9234700698884
11418,4,114.72427243589736
11429,9,177.96710828993045
11368,6,112.8437545006631
10002,4,163.81995474700005
10001,5,187.61881211118973
11385,4,97.31609789182666
11102,2,57.02199119574119
11433,10,189.54887630930403
10044,2,88.87785353535352
11205,4,101.8661551631269
11228,12,143.02535659027183
11106,12,198.4022228309389
11223,5,104.27333386880878
11213,12,137.55923529825284
11411,10,229.8667555994732
10017,6,322.81318409931305
11416,2,44.10588845144354
11223,8,116.1582181411269
11103,3,87.81031820659582
10038,4,93.92102527191298
10453,5,280.3927642490713
10473,6,227.27381382275115
10309,5,145.9849678845513
11241,1,2.330277777777778
11226,9,238.16598587589908
11433,4,105.87999196724697
10036,3,96.02330520393798
11217,4,107.9568025695655
10033,5,284.79188575498614
11365,2,54.27398698759441
10021,5,284.948858986465
11210,10,236.41860551075231
11235,12,183.34052628627884
11201,3,72.81066645271744
11206,4,149.2156423967603
10310,3,83.89616431576358
11434,3,85.36127923316259
11414,4,204.0146246470685
11218,7,138.70265747314718
10011,5,190.25702430729777
11209,12,150.8238119957829
11354,6,200.63301188903532
10307,2,52.517117117117174
11230,4,146.5059286988809
10027,10,198.68952088393567
11040,3,240.87118279569896
11692,4,243.42012127371237
10456,6,202.43550498329182
11691,8,159.45018951781972
11369,3,92.15233169269055
11217,3,96.15022398220141
10451,8,315.60597685877246
11209,4,118.78233043837847
11237,3,101.18881548038509
11364,4,102.89758998435047
11237,6,205.0906844284188
10029,5,227.239813106796
11378,9,124.34346207508878
10309,6,110.63422854452494
11206,3,150.00317416626743
11385,12,152.71473377134478
10279,1,0.940185185185185
11234,10,319.9239436334143
11416,11,153.53997985901267
11104,3,106.13221406491496
11228,10,150.52477660872225
11239,6,40.900834970822935
10314,9,133.89283151825768
10305,12,369.9240630341884
10471,2,51.419830687830675
11221,11,114.32794725497668
11428,8,122.42473493100935
11377,4,76.21140097133394
11419,5,104.59887869367572
10454,8,324.57916745024227
10454,5,138.99602824720387
11201,10,150.4059564488275
11368,5,65.78825987293354
10451,3,161.4730410863066
11208,9,178.9421778828787
11423,6,104.91188730911041
11415,9,216.62735470085468
10303,11,201.56070178101606
11231,2,82.07283835697375
11694,5,98.53243075568363
11370,4,91.0789360521571
11694,6,92.57129202689714
10314,8,141.86258831998867
10307,3,75.36111224489794
11694,4,134.1513130841121
11434,7,111.12877054468923
11354,3,94.84809586922903
11364,3,84.3094936958235
11423,2,76.22442133815551
10002,5,169.7390477204948
11208,4,119.70050432696586
11428,2,95.09647423510454
10473,7,129.18297585130938
11434,12,303.85982436801953
11249,5,152.19242900521775
11208,5,158.25423257849258
11378,6,84.63415775708476
11418,6,100.9888785163054
11362,2,73.3585550082102
10310,2,55.62730664488022
11217,5,132.01517704201888
10474,4,155.25791069038067
11201,7,142.40615300696757
10460,6,230.1538049616389
11434,4,93.81017756680708
11432,8,66.4082161718229
10019,8,266.7030402718417
11430,9,1631.1693273760056
10128,5,290.32542288011706
11105,6,141.21510737225609
11204,11,187.07432102461703
11369,6,185.61643567489403
11354,4,129.53402950157647
11356,5,77.44899675113716
10468,7,120.23658982179204
11368,11,144.0834751224538
11104,2,68.16104653088256
10037,6,322.55898644413145
11211,11,280.1013779657035
11432,3,105.59138054830245
10021,4,190.22948089046517
11105,7,136.56061379495424
10314,2,61.08419286321157
10465,4,89.29243354935639
11106,6,277.52323293452076
11203,7,127.14844171917193
10304,10,149.13287907869466
10312,4,108.50759949813283
10312,12,502.30325129802816
10455,4,140.19454237229814
11412,4,128.22525808614049
11249,4,124.15440280517203
11239,5,41.042999640311145
10039,6,252.69377190676514
10461,3,78.8104862122931
11203,6,209.52395437030563
11367,3,107.85664467592592
10462,8,183.29920448908743
11004,3,194.34712719298238
10030,9,134.64630182948335
10014,2,75.64368055555558
11422,6,116.23415167865699
11369,10,270.3525726918464
10466,4,110.0100772047121
11411,2,62.69491743827151
11411,3,81.56137041010977
11236,8,173.42104889589868
11436,2,61.096184332868454
11415,7,145.61612001781322
11379,5,78.62796677833597
10075,2,60.29622792719375
11427,3,100.38082187857952
11432,6,100.96431800565868
10309,2,64.24149675249357
10312,11,260.19590925412837
11212,6,290.8429589371995
10472,7,130.83141149870735
11234,5,70.86529220597306
11420,6,96.99693546158124
11103,8,119.15535364145637
10460,8,272.9136591707915
11365,3,49.387644241061956
11235,5,91.94543987621566
11229,11,215.02907525019313
10003,10,206.16969501600352
11228,3,82.94954570675553
10460,7,147.36962928580243
10462,5,163.90796351010073
11237,9,202.67174143644
11436,3,47.90222648843388
10472,12,134.04728117913888
11426,2,74.2942402570481
11004,5,110.04754419191923
11370,8,184.26049447791175
11426,6,113.20714285714295
10010,8,292.9437354227403
11218,8,199.21613752658104
11751,1,71.15194444444444
11235,6,135.02510798360126
11432,4,106.01168630412886
11225,5,189.3293664850126
11224,3,145.7973062110785
10005,2,74.57164687588354
11234,12,620.927595991559
11370,9,223.8432521043774
11426,5,83.92518000000007
11434,5,131.00897033481021
11429,2,75.46933106575965
11217,10,179.00897124779735
11358,9,213.42191400304398
10002,9,134.06268253033045
11427,4,138.5128667534721
10305,5,91.26056837113924
11413,6,89.18367615049745
11692,2,113.627312542604
11102,10,159.54989440239265
11205,6,111.70175949474395
11419,7,129.2190885603343
11213,5,185.37436917562718
11216,5,156.62494158195986
11377,5,91.06281600831593
11213,8,286.9180049718016
11215,8,222.19511312833941
11358,4,130.35035612535583
11372,10,103.27993281045734
10305,6,111.48661793372294
11220,10,167.44428137148617
10473,5,124.17104003326227
10454,11,166.74194939151025
11411,6,103.12419791666657
11004,6,85.95679307116099
10021,7,550.4113528631016
11236,5,119.74174598226662
10018,6,284.26561770501723
10458,6,234.35488523198552
11366,6,57.85791820919091
11421,3,42.57555141803958
10465,6,126.87442331124856
11422,8,117.41845034088834
10168,1,96.99552083333333
10000,2,61.070228758169925
10038,2,38.224484289617465
11208,6,105.65054607446314
11232,5,98.58736344537829
11004,4,184.91996932515337
